Time (sec);X Position (m);Y Position (m);Z Position (m);Roll Position (rad);Pitch Position (rad);Yaw Position (rad)
3.7875000000;0.0434991715;0.0149078050;0.0042811397;-0.1066302893;0.0702473047;-0.0906954353
3.7900000000;0.0434289131;0.0148864328;0.0042780998;-0.1055076266;0.0715099414;-0.0901919047
3.7925000000;0.0433585181;0.0148649829;0.0042754050;-0.1034561289;0.0726023572;-0.0896133032
3.7950000000;0.0432879797;0.0148434559;0.0042729734;-0.1003280963;0.0733422613;-0.0889815226
3.7975000000;0.0432172997;0.0148218545;0.0042708183;-0.0961886816;0.0737691205;-0.0883275640
3.8000000000;0.0431464907;0.0148001831;0.0042690080;-0.0912133306;0.0740202840;-0.0875617980
3.8025000000;0.0430755512;0.0147784460;0.0042675087;-0.0858801246;0.0742684770;-0.0863548678
3.8050000000;0.0430044375;0.0147566452;0.0042660870;-0.0808461349;0.0747355500;-0.0843768480
3.8075000000;0.0429330726;0.0147347791;0.0042643733;-0.0766295789;0.0755052330;-0.0817972027
3.8100000000;0.0428613906;0.0147128436;0.0042620095;-0.0734050700;0.0763898520;-0.0793352150
3.8125000000;0.0427893785;0.0146908372;0.0042587589;-0.0709994252;0.0771761073;-0.0776244069
3.8150000000;0.0427170714;0.0146687648;0.0042545193;-0.0691271134;0.0778426227;-0.0767564288
3.8175000000;0.0426445109;0.0146466370;0.0042492727;-0.0674802941;0.0784752022;-0.0765007473
3.8200000000;0.0425717130;0.0146244668;0.0042430539;-0.0656189889;0.0791107158;-0.0766830108
3.8225000000;0.0424986793;0.0146022672;0.0042359852;-0.0631488630;0.0796770636;-0.0772331623
3.8250000000;0.0424254278;0.0145800495;0.0042283275;-0.0600584803;0.0800538976;-0.0781161417
3.8275000000;0.0423520020;0.0145578238;0.0042204373;-0.0566603610;0.0801941402;-0.0794745664
3.8300000000;0.0422784490;0.0145355953;0.0042125822;-0.0532505179;0.0802373445;-0.0815569137
3.8325000000;0.0422047897;0.0145133607;0.0042047597;-0.0500402686;0.0804806515;-0.0841520202
3.8350000000;0.0421310081;0.0144911089;0.0041967394;-0.0472863355;0.0811160210;-0.0864247337
3.8375000000;0.0420570698;0.0144688259;0.0041883021;-0.0451454720;0.0820468688;-0.0876439498
3.8400000000;0.0419829488;0.0144465006;0.0041793989;-0.0434448594;0.0830005512;-0.0877945983
3.8425000000;0.0419086313;0.0144241272;0.0041700849;-0.0417550084;0.0837306188;-0.0873740639
3.8450000000;0.0418340970;0.0144017020;0.0041603728;-0.0395499537;0.0841549551;-0.0869915008
3.8475000000;0.0417593062;0.0143792199;0.0041501753;-0.0364145956;0.0843741099;-0.0871946756
3.8500000000;0.0416842163;0.0143566735;0.0041393602;-0.0324296484;0.0845872563;-0.0882766887
3.8525000000;0.0416088130;0.0143340541;0.0041278474;-0.0281649753;0.0850260538;-0.0901649760
3.8550000000;0.0415331223;0.0143113533;0.0041156406;-0.0241370651;0.0858797819;-0.0926060703
3.8575000000;0.0414571872;0.0142885649;0.0041027416;-0.0206067275;0.0871459383;-0.0953702735
3.8600000000;0.0413810328;0.0142656857;0.0040890758;-0.0178035873;0.0885891574;-0.0982695857
3.8625000000;0.0413046575;0.0142427150;0.0040745846;-0.0159132072;0.0899594906;-0.1011003943
3.8650000000;0.0412280568;0.0142196545;0.0040594050;-0.0149067791;0.0911887607;-0.1036257157
3.8675000000;0.0411512470;0.0141965086;0.0040439126;-0.0145653235;0.0922875419;-0.1057008476
3.8700000000;0.0410742573;0.0141732798;0.0040285382;-0.0146065142;0.0932170411;-0.1074134028
3.8725000000;0.0409970996;0.0141499627;0.0040135046;-0.0147632207;0.0939664350;-0.1090966026
3.8750000000;0.0409197575;0.0141265410;0.0039987286;-0.0149146260;0.0946238916;-0.1112515382
3.8775000000;0.0408422084;0.0141029942;0.0039839887;-0.0152348579;0.0953533210;-0.1142031042
3.8800000000;0.0407644489;0.0140793059;0.0039691754;-0.0160776832;0.0963123354;-0.1176906374
3.8825000000;0.0406864975;0.0140554688;0.0039543755;-0.0176341789;0.0974950277;-0.1210182576
3.8850000000;0.0406083766;0.0140314833;0.0039397518;-0.0197142516;0.0986866263;-0.1235932290
3.8875000000;0.0405300932;0.0140073555;0.0039253816;-0.0218682294;0.0996192352;-0.1251755576
3.8900000000;0.0404516311;0.0139830970;0.0039112313;-0.0237710234;0.1001391520;-0.1258792848
3.8925000000;0.0403729671;0.0139587249;0.0038972845;-0.0255197358;0.1002906508;-0.1260578521
3.8950000000;0.0402940994;0.0139342617;0.0038836549;-0.0274005127;0.1002820887;-0.1259578532
3.8975000000;0.0402150540;0.0139097312;0.0038705300;-0.0293220817;0.1003206675;-0.1256485813
3.9000000000;0.0401358578;0.0138851563;0.0038580173;-0.0307645086;0.1004971691;-0.1253599869
3.9025000000;0.0400565138;0.0138605547;0.0038460900;-0.0313148289;0.1008174828;-0.1254881871
3.9050000000;0.0399770117;0.0138359372;0.0038346996;-0.0310211992;0.1012238811;-0.1262153269
3.9075000000;0.0398973589;0.0138113089;0.0038239081;-0.0303016873;0.1016275523;-0.1273168142
3.9100000000;0.0398175872;0.0137866716;0.0038138674;-0.0297041759;0.1020417334;-0.1282151569
3.9125000000;0.0397377300;0.0137620230;0.0038046700;-0.0296398616;0.1025622519;-0.1282027271
3.9150000000;0.0396577979;0.0137373541;0.0037962491;-0.0301890198;0.1031613431;-0.1269532206
3.9175000000;0.0395777765;0.0137126513;0.0037884100;-0.0311607517;0.1036704907;-0.1248638633
3.9200000000;0.0394976438;0.0136879023;0.0037809442;-0.0322470320;0.1039757975;-0.1227517398
3.9225000000;0.0394173880;0.0136630992;0.0037737296;-0.0331794506;0.1041209179;-0.1212809166
3.9250000000;0.0393370087;0.0136382377;0.0037667304;-0.0339530363;0.1042138528;-0.1205059877
3.9275000000;0.0392565028;0.0136133172;0.0037598971;-0.0347996761;0.1042885512;-0.1198702820
3.9300000000;0.0391758515;0.0135883419;0.0037530937;-0.0359188139;0.1043186360;-0.1188659018
3.9325000000;0.0390950304;0.0135633201;0.0037461611;-0.0373552162;0.1043085884;-0.1176174404
3.9350000000;0.0390140316;0.0135382607;0.0037390412;-0.0389482532;0.1042894108;-0.1167571539
3.9375000000;0.0389328675;0.0135131687;0.0037318000;-0.0403280614;0.1043046045;-0.1168481487
3.9400000000;0.0388515483;0.0134880427;0.0037245257;-0.0411513770;0.1044078690;-0.1179508318
3.9425000000;0.0387700580;0.0134628761;0.0037172436;-0.0413332223;0.1045824113;-0.1197832966
3.9450000000;0.0386883603;0.0134376617;0.0037099311;-0.0409374326;0.1046986515;-0.1220464280
3.9475000000;0.0386064235;0.0134123970;0.0037025739;-0.0400019678;0.1046029931;-0.1243459616
3.9500000000;0.0385242409;0.0133870834;0.0036952096;-0.0387034802;0.1042184602;-0.1261876026
3.9525000000;0.0384418252;0.0133617205;0.0036879323;-0.0375759692;0.1035622645;-0.1273180795
3.9550000000;0.0383591869;0.0133363017;0.0036808327;-0.0373422157;0.1027446924;-0.1278551968
3.9575000000;0.0382763200;0.0133108158;0.0036739153;-0.0384520410;0.1019777224;-0.1280696366
3.9600000000;0.0381932086;0.0132852513;0.0036670709;-0.0407125496;0.1015373976;-0.1282087680
3.9625000000;0.0381098396;0.0132595970;0.0036601115;-0.0433071319;0.1016962899;-0.1285127578
3.9650000000;0.0380262064;0.0132338392;0.0036528250;-0.0452255080;0.1026201749;-0.1291383730
3.9675000000;0.0379422993;0.0132079603;0.0036450228;-0.0458988766;0.1042185619;-0.1299561061
3.9700000000;0.0378580991;0.0131819437;0.0036365601;-0.0455679260;0.1061508162;-0.1306397622
3.9725000000;0.0377735877;0.0131557766;0.0036273214;-0.0449458038;0.1081185180;-0.1309665028
3.9750000000;0.0376887654;0.0131294528;0.0036172054;-0.0445660274;0.1101133293;-0.1308880659
3.9775000000;0.0376036521;0.0131029739;0.0036061553;-0.0446001781;0.1122741535;-0.1304226882
3.9800000000;0.0375182764;0.0130763496;0.0035942257;-0.0451016604;0.1145477541;-0.1296751555
3.9825000000;0.0374326687;0.0130495949;0.0035816273;-0.0460616265;0.1165930246;-0.1290018598
3.9850000000;0.0373468649;0.0130227267;0.0035686871;-0.0472469960;0.1180305549;-0.1290646446
3.9875000000;0.0372609058;0.0129957626;0.0035557184;-0.0482207641;0.1187220404;-0.1305014652
3.9900000000;0.0371748259;0.0129687197;0.0035428970;-0.0486632606;0.1188273967;-0.1333446846
3.9925000000;0.0370886429;0.0129416116;0.0035302290;-0.0487390588;0.1186985783;-0.1369352148
3.9950000000;0.0370023574;0.0129144501;0.0035175985;-0.0490398087;0.1186682048;-0.1405459038
3.9975000000;0.0369159603;0.0128872486;0.0035048292;-0.0501104844;0.1188296942;-0.1437022077
4.0000000000;0.0368294373;0.0128600256;0.0034917018;-0.0520392171;0.1190489551;-0.1459240188
4.0025000000;0.0367427650;0.0128328024;0.0034779227;-0.0543465691;0.1192043686;-0.1468846752
4.0050000000;0.0366559063;0.0128055982;0.0034631485;-0.0563344343;0.1193489393;-0.1468795258
4.0075000000;0.0365688201;0.0127784294;0.0034471267;-0.0577478296;0.1196154128;-0.1466205427
4.0100000000;0.0364814825;0.0127513134;0.0034298392;-0.0589647353;0.1200639598;-0.1466199971
4.0125000000;0.0363938982;0.0127242705;0.0034114840;-0.0603950051;0.1206637392;-0.1469526564
4.0150000000;0.0363060899;0.0126973214;0.0033922912;-0.0619846812;0.1213488742;-0.1473711016
4.0175000000;0.0362180803;0.0126704853;0.0033723579;-0.0635218481;0.1220880420;-0.1476049389
4.0200000000;0.0361298845;0.0126437802;0.0033516616;-0.0648991288;0.1228780241;-0.1477135170
4.0225000000;0.0360415160;0.0126172262;0.0033302055;-0.0658224774;0.1236533838;-0.1480006297
4.0250000000;0.0359529945;0.0125908514;0.0033081141;-0.0659200552;0.1243230771;-0.1485040162
4.0275000000;0.0358643446;0.0125646929;0.0032855802;-0.0652971317;0.1249237651;-0.1488565906
4.0300000000;0.0357755835;0.0125387906;0.0032627265;-0.0645434307;0.1256143269;-0.1487633949
4.0325000000;0.0356867120;0.0125131785;0.0032395551;-0.0641328110;0.1265009524;-0.1483562243
4.0350000000;0.0355977211;0.0124878789;0.0032160641;-0.0639393146;0.1275287036;-0.1480232158
4.0375000000;0.0355086046;0.0124629010;0.0031923758;-0.0633780157;0.1285321771;-0.1480755693
4.0400000000;0.0354193593;0.0124382412;0.0031686760;-0.0618669001;0.1293936001;-0.1485569845
4.0425000000;0.0353299696;0.0124138815;0.0031450072;-0.0590642883;0.1301830873;-0.1493014039
4.0450000000;0.0352403991;0.0123897904;0.0031211624;-0.0550124044;0.1310832794;-0.1501785549
4.0475000000;0.0351506058;0.0123659296;0.0030968193;-0.0502347151;0.1321294692;-0.1511829405
4.0500000000;0.0350605659;0.0123422642;0.0030717947;-0.0454644182;0.1331311424;-0.1522678161
4.0525000000;0.0349702778;0.0123187670;0.0030461735;-0.0411309010;0.1339367752;-0.1533325076
4.0550000000;0.0348797460;0.0122954152;0.0030201945;-0.0371891650;0.1346774825;-0.1544642670
4.0575000000;0.0347889694;0.0122721824;0.0029940412;-0.0335318244;0.1356269827;-0.1559158230
4.0600000000;0.0346979455;0.0122490354;0.0029677762;-0.0303105105;0.1368493490;-0.1577192344
4.0625000000;0.0346066792;0.0122259408;0.0029414446;-0.0276726937;0.1380885404;-0.1595301455
4.0650000000;0.0345151810;0.0122028738;0.0029151836;-0.0253939977;0.1390036146;-0.1608500578
4.0675000000;0.0344234580;0.0121798166;0.0028892078;-0.0229547388;0.1394443313;-0.1612072171
4.0700000000;0.0343315116;0.0121567531;0.0028636983;-0.0200624762;0.1395048673;-0.1603020365
4.0725000000;0.0342393506;0.0121336704;0.0028387525;-0.0170012048;0.1393457881;-0.1582684196
4.0750000000;0.0341470047;0.0121105629;0.0028144613;-0.0142349617;0.1390434376;-0.1555962844
4.0775000000;0.0340545170;0.0120874286;0.0027909681;-0.0117387982;0.1386471272;-0.1527250384
4.0800000000;0.0339619149;0.0120642598;0.0027683742;-0.0090368993;0.1382340084;-0.1499647894
4.0825000000;0.0338691922;0.0120410376;0.0027466036;-0.0059302942;0.1378228988;-0.1475371096
4.0850000000;0.0337763248;0.0120177393;0.0027254070;-0.0028878736;0.1373724545;-0.1454924261
4.0875000000;0.0336832992;0.0119943511;0.0027044682;-0.0006719201;0.1369502198;-0.1437971371
4.0900000000;0.0335901164;0.0119708747;0.0026834728;0.0001811692;0.1367518146;-0.1423597919
4.0925000000;0.0334967672;0.0119473216;0.0026621443;-0.0004687319;0.1368675173;-0.1409101312
4.0950000000;0.0334032190;0.0119237040;0.0026403159;-0.0024001955;0.1371384557;-0.1391161031
4.0975000000;0.0333094403;0.0119000293;0.0026179816;-0.0051140495;0.1372704632;-0.1369254191
4.1000000000;0.0332154370;0.0118763019;0.0025952485;-0.0080682969;0.1370567715;-0.1346390019
4.1025000000;0.0331212542;0.0118525252;0.0025722486;-0.0109479550;0.1365046818;-0.1325423379
4.1050000000;0.0330269420;0.0118287027;0.0025491066;-0.0137279607;0.1357831685;-0.1306426964
4.1075000000;0.0329325218;0.0118048358;0.0025259506;-0.0165537285;0.1351003263;-0.1288037366
4.1100000000;0.0328379848;0.0117809240;0.0025029137;-0.0195450100;0.1346003418;-0.1269676181
4.1125000000;0.0327433134;0.0117569659;0.0024801132;-0.0226900678;0.1343257265;-0.1252508516
4.1150000000;0.0326484977;0.0117329630;0.0024576151;-0.0259268797;0.1342923281;-0.1238357889
4.1175000000;0.0325535301;0.0117089224;0.0024353972;-0.0291660341;0.1345660050;-0.1227305429
4.1200000000;0.0324583900;0.0116848538;0.0024133678;-0.0323564761;0.1352108220;-0.1216326826
4.1225000000;0.0323630419;0.0116607648;0.0023914479;-0.0358336717;0.1361686057;-0.1200390053
4.1250000000;0.0322674554;0.0116366607;0.0023696043;-0.0402321382;0.1372238509;-0.1175974622
4.1275000000;0.0321716313;0.0116125478;0.0023477699;-0.0457187435;0.1381320485;-0.1143369012
4.1300000000;0.0320756065;0.0115884330;0.0023257708;-0.0516595709;0.1388303858;-0.1104377718
4.1325000000;0.0319794282;0.0115643178;0.0023033850;-0.0571371799;0.1395113010;-0.1059877070
4.1350000000;0.0318831212;0.0115401933;0.0022804564;-0.0616236093;0.1404325209;-0.1010890380
4.1375000000;0.0317866802;0.0115160419;0.0022569270;-0.0652607775;0.1416794871;-0.0960464149
4.1400000000;0.0316900915;0.0114918417;0.0022327721;-0.0686055773;0.1431402653;-0.0913917484
4.1425000000;0.0315933513;0.0114675704;0.0022079074;-0.0720269159;0.1446055250;-0.0877005886
4.1450000000;0.0314964626;0.0114432087;0.0021821426;-0.0753513087;0.1458777419;-0.0853465180
4.1475000000;0.0313994209;0.0114187445;0.0021552519;-0.0782142860;0.1468788042;-0.0843174699
4.1500000000;0.0313022146;0.0113941768;0.0021271325;-0.0806514363;0.1476089585;-0.0841904997
4.1525000000;0.0312048400;0.0113695126;0.0020979026;-0.0830435807;0.1480434128;-0.0843665444
4.1550000000;0.0311073128;0.0113447592;0.0020678315;-0.0854741410;0.1482116112;-0.0843691234
4.1575000000;0.0310096619;0.0113199197;0.0020371591;-0.0876103733;0.1482868013;-0.0839356194
4.1600000000;0.0309119093;0.0112949927;0.0020059859;-0.0893017636;0.1484779382;-0.0829683338
4.1625000000;0.0308140493;0.0112699754;0.0019743191;-0.0906953664;0.1488626087;-0.0815521773
4.1650000000;0.0307160478;0.0112448634;0.0019421561;-0.0917333704;0.1493421430;-0.0799067563
4.1675000000;0.0306178601;0.0112196472;0.0019094875;-0.0920861340;0.1497514983;-0.0781774744
4.1700000000;0.0305194504;0.0111943105;0.0018762535;-0.0916406588;0.1500097526;-0.0763397625
4.1725000000;0.0304207996;0.0111688342;0.0018423227;-0.0907927266;0.1501814330;-0.0742425686
4.1750000000;0.0303219015;0.0111432023;0.0018075121;-0.0901521856;0.1504379470;-0.0717185329
4.1775000000;0.0302227527;0.0111174062;0.0017716431;-0.0900473825;0.1509498110;-0.0688613885
4.1800000000;0.0301233510;0.0110914424;0.0017345721;-0.0903556103;0.1517751976;-0.0660728417
4.1825000000;0.0300236959;0.0110653092;0.0016961557;-0.0906464152;0.1528503690;-0.0636548123
4.1850000000;0.0299237903;0.0110390061;0.0016562344;-0.0905028675;0.1540033739;-0.0616853342
4.1875000000;0.0298236412;0.0110125382;0.0016147250;-0.0898424819;0.1549728094;-0.0603053481
4.1900000000;0.0297232623;0.0109859188;0.0015717403;-0.0888861784;0.1555826570;-0.0596126666
4.1925000000;0.0296226708;0.0109591622;0.0015275926;-0.0879376937;0.1558610107;-0.0593410685
4.1950000000;0.0295218789;0.0109322778;0.0014826699;-0.0872664452;0.1559289905;-0.0590487541
4.1975000000;0.0294208887;0.0109052692;0.0014373087;-0.0869841167;0.1558966387;-0.0585165593
4.2000000000;0.0293196941;0.0108781400;0.0013917499;-0.0870869612;0.1558528074;-0.0577469362
4.2025000000;0.0292182844;0.0108508951;0.0013461437;-0.0876144569;0.1558670556;-0.0567457347
4.2050000000;0.0291166442;0.0108235388;0.0013005603;-0.0884659400;0.1559756603;-0.0555676766
4.2075000000;0.0290147549;0.0107960714;0.0012550193;-0.0892695007;0.1561920861;-0.0544362672
4.2100000000;0.0289126001;0.0107684894;0.0012095390;-0.0897031576;0.1565618480;-0.0535361416
4.2125000000;0.0288101703;0.0107407899;0.0011641683;-0.0896677158;0.1571477320;-0.0527692314
4.2150000000;0.0287074718;0.0107129744;0.0011189800;-0.0891074328;0.1579742243;-0.0518768962
4.2175000000;0.0286045282;0.0106850491;0.0010740547;-0.0879500564;0.1590475606;-0.0507034872
4.2200000000;0.0285013694;0.0106570212;0.0010294964;-0.0862407879;0.1603247347;-0.0492835995
4.2225000000;0.0283980167;0.0106288958;0.0009854732;-0.0842651069;0.1616133535;-0.0477799951
4.2250000000;0.0282944802;0.0106006750;0.0009422101;-0.0826283184;0.1626159933;-0.0464669011
4.2275000000;0.0281907665;0.0105723601;0.0008998980;-0.0821181270;0.1631323408;-0.0458004034
4.2300000000;0.0280868861;0.0105439513;0.0008585962;-0.0831748731;0.1632276090;-0.0462258403
4.2325000000;0.0279828477;0.0105154496;0.0008182270;-0.0855090492;0.1631799961;-0.0477344030
4.2350000000;0.0278786442;0.0104868592;0.0007786823;-0.0883555424;0.1632345993;-0.0498075340
4.2375000000;0.0277742503;0.0104581865;0.0007399418;-0.0909865185;0.1634688716;-0.0518650355
4.2400000000;0.0276696340;0.0104294369;0.0007020761;-0.0931100737;0.1638934761;-0.0536854474
4.2425000000;0.0275647711;0.0104006131;0.0006651315;-0.0949107911;0.1645031978;-0.0554571942
4.2450000000;0.0274596544;0.0103717160;0.0006290415;-0.0966041530;0.1651834275;-0.0574358307
4.2475000000;0.0273542911;0.0103427479;0.0005936716;-0.0981044774;0.1657744546;-0.0596016321
4.2500000000;0.0272486948;0.0103137140;0.0005589395;-0.0991534731;0.1662598882;-0.0617755848
4.2525000000;0.0271428794;0.0102846213;0.0005248655;-0.0994916659;0.1667378217;-0.0638227130
4.2550000000;0.0270368615;0.0102554753;0.0004915056;-0.0989473932;0.1672409701;-0.0655741127
4.2575000000;0.0269306621;0.0102262790;0.0004588625;-0.0975824431;0.1677295552;-0.0668643142
4.2600000000;0.0268243061;0.0101970365;0.0004268830;-0.0957299446;0.1682324847;-0.0677322052
4.2625000000;0.0267178188;0.0101677543;0.0003955364;-0.0938354061;0.1688330489;-0.0684050592
4.2650000000;0.0266112220;0.0101384384;0.0003648627;-0.0923026110;0.1695365776;-0.0690611940
4.2675000000;0.0265045272;0.0101090901;0.0003349077;-0.0913697421;0.1702885535;-0.0696395833
4.2700000000;0.0263977320;0.0100797065;0.0003056106;-0.0910084494;0.1710690916;-0.0699523360
4.2725000000;0.0262908241;0.0100502840;0.0002767660;-0.0910339043;0.1718891836;-0.0699630546
4.2750000000;0.0261837880;0.0100208201;0.0002480933;-0.0912774862;0.1727832947;-0.0698986189
4.2775000000;0.0260766089;0.0099913102;0.0002193275;-0.0915004906;0.1738358757;-0.0702020333
4.2800000000;0.0259692749;0.0099617450;0.0001902548;-0.0912685375;0.1750786784;-0.0713093760
4.2825000000;0.0258617827;0.0099321121;0.0001607117;-0.0901691320;0.1763456802;-0.0732719341
4.2850000000;0.0257541408;0.0099023994;0.0001305831;-0.0882054872;0.1773654561;-0.0756849698
4.2875000000;0.0256463632;0.0098725990;0.0000997905;-0.0858626225;0.1779892699;-0.0781485362
4.2900000000;0.0255384559;0.0098427082;0.0000682547;-0.0836563248;0.1782242960;-0.0806601443
4.2925000000;0.0254304073;0.0098127277;0.0000358573;-0.0816921551;0.1781498803;-0.0833908424
4.2950000000;0.0253221929;0.0097826580;0.0000024478;-0.0798196554;0.1779662426;-0.0862175526
4.2975000000;0.0252137866;0.0097524976;-0.0000321017;-0.0779881594;0.1780027777;-0.0886490424
4.3000000000;0.0251051682;0.0097222448;-0.0000678570;-0.0762313438;0.1785004910;-0.0901257806
4.3025000000;0.0249963274;0.0096918995;-0.0001048302;-0.0745498099;0.1794663071;-0.0902652274
4.3050000000;0.0248872660;0.0096614635;-0.0001429962;-0.0729374331;0.1807687471;-0.0890796089
4.3075000000;0.0247779959;0.0096309394;-0.0001822726;-0.0714413867;0.1821702248;-0.0871862332
4.3100000000;0.0246685325;0.0096003280;-0.0002224860;-0.0701827665;0.1832956569;-0.0854745114
4.3125000000;0.0245588867;0.0095696270;-0.0002634104;-0.0692460718;0.1838393132;-0.0844135436
4.3150000000;0.0244490612;0.0095388304;-0.0003049101;-0.0685948646;0.1838129082;-0.0839672951
4.3175000000;0.0243390506;0.0095079315;-0.0003470491;-0.0680753390;0.1834621582;-0.0840246645
4.3200000000;0.0242288470;0.0094769253;-0.0003900173;-0.0673553164;0.1830124726;-0.0844857184
4.3225000000;0.0241184502;0.0094458093;-0.0004339242;-0.0660477183;0.1825510552;-0.0851365253
4.3250000000;0.0240078727;0.0094145819;-0.0004786930;-0.0639715715;0.1820806600;-0.0858712151
4.3275000000;0.0238971283;0.0093832403;-0.0005241930;-0.0611542234;0.1816747948;-0.0868821103
4.3300000000;0.0237862187;0.0093517787;-0.0005704656;-0.0578127607;0.1815114290;-0.0882927221
4.3325000000;0.0236751363;0.0093201918;-0.0006177629;-0.0543555439;0.1817088016;-0.0898113065
4.3350000000;0.0235638783;0.0092884780;-0.0006663208;-0.0510652521;0.1822414214;-0.0910632726
4.3375000000;0.0234524521;0.0092566416;-0.0007160951;-0.0479745224;0.1829832980;-0.0920597378
4.3400000000;0.0233408643;0.0092246901;-0.0007667310;-0.0452133343;0.1837273015;-0.0931009438
4.3425000000;0.0232291122;0.0091926323;-0.0008177684;-0.0430299700;0.1842783496;-0.0944182169
4.3450000000;0.0231171887;0.0091604760;-0.0008688548;-0.0413829894;0.1846647691;-0.0960329288
4.3475000000;0.0230050878;0.0091282298;-0.0009197959;-0.0398845588;0.1851747052;-0.0977469544
4.3500000000;0.0228928044;0.0090959061;-0.0009704789;-0.0382691245;0.1860668730;-0.0992113050
4.3525000000;0.0227803320;0.0090635223;-0.0010208064;-0.0367854598;0.1873084474;-0.1001525356
4.3550000000;0.0226676628;0.0090310959;-0.0010707182;-0.0359522946;0.1886023321;-0.1005031871
4.3575000000;0.0225547958;0.0089986418;-0.0011202314;-0.0358727286;0.1895857784;-0.1002830835
4.3600000000;0.0224417542;0.0089661737;-0.0011693822;-0.0360389443;0.1900641904;-0.0996009367
4.3625000000;0.0223285888;0.0089337066;-0.0012181224;-0.0359883650;0.1901386481;-0.0988144648
4.3650000000;0.0222153464;0.0089012513;-0.0012663313;-0.0358248140;0.1901302905;-0.0984701721
4.3675000000;0.0221020306;0.0088688072;-0.0013139577;-0.0358876268;0.1903258481;-0.0990841627
4.3700000000;0.0219886035;0.0088363604;-0.0013611180;-0.0361460291;0.1907286748;-0.1009482166
4.3725000000;0.0218750254;0.0088038916;-0.0014080308;-0.0361747598;0.1910716936;-0.1039593077
4.3750000000;0.0217612852;0.0087713895;-0.0014548750;-0.0357056709;0.1910830223;-0.1075974220
4.3775000000;0.0216473874;0.0087388563;-0.0015017324;-0.0349345124;0.1907573832;-0.1111784072
4.3800000000;0.0215333165;0.0087063020;-0.0015486426;-0.0342070419;0.1903732881;-0.1141982233
4.3825000000;0.0214190262;0.0086737361;-0.0015956563;-0.0336650213;0.1902464594;-0.1163871431
4.3850000000;0.0213044708;0.0086411675;-0.0016428151;-0.0333292636;0.1905031203;-0.1175768712
4.3875000000;0.0211896418;0.0086086077;-0.0016901033;-0.0332478464;0.1910349762;-0.1177593097
4.3900000000;0.0210745695;0.0085760709;-0.0017374279;-0.0334215496;0.1916001989;-0.1171441570
4.3925000000;0.0209592924;0.0085435673;-0.0017846499;-0.0337251565;0.1919999641;-0.1160357510
4.3950000000;0.0208438359;0.0085110961;-0.0018316631;-0.0339106405;0.1921483941;-0.1147414970
4.3975000000;0.0207282260;0.0084786476;-0.0018784692;-0.0337066795;0.1919935689;-0.1134725609
4.4000000000;0.0206125137;0.0084462103;-0.0019251835;-0.0330205277;0.1914806115;-0.1121473778
4.4025000000;0.0204967795;0.0084137769;-0.0019719517;-0.0320409363;0.1905885027;-0.1105108380
4.4050000000;0.0203811096;0.0083813446;-0.0020188180;-0.0311237224;0.1893985074;-0.1085873036
4.4075000000;0.0202655689;0.0083489104;-0.0020656361;-0.0305815623;0.1881317476;-0.1066849834
4.4100000000;0.0201501964;0.0083164690;-0.0021120986;-0.0304589396;0.1869952930;-0.1049340536
4.4125000000;0.0200350232;0.0082840132;-0.0021578915;-0.0304238990;0.1859814308;-0.1031681355
4.4150000000;0.0199200904;0.0082515365;-0.0022028734;-0.0299064685;0.1849421334;-0.1013461411
4.4175000000;0.0198054474;0.0082190306;-0.0022471302;-0.0284214492;0.1838335035;-0.0997839088
4.4200000000;0.0196911348;0.0081864838;-0.0022908693;-0.0258590398;0.1827897624;-0.0987356794
4.4225000000;0.0195771670;0.0081538808;-0.0023342887;-0.0224446668;0.1820015253;-0.0980013971
4.4250000000;0.0194635275;0.0081212037;-0.0023775492;-0.0185391933;0.1816004013;-0.0971219936
4.4275000000;0.0193501819;0.0080884350;-0.0024208094;-0.0146090919;0.1816448246;-0.0957782275
4.4300000000;0.0192370998;0.0080555625;-0.0024642054;-0.0110931759;0.1820909647;-0.0939827223
4.4325000000;0.0191242663;0.0080225816;-0.0025077731;-0.0081026762;0.1827094056;-0.0920608346
4.4350000000;0.0190116748;0.0079894949;-0.0025514004;-0.0053950306;0.1831946627;-0.0904777169
4.4375000000;0.0188993136;0.0079563081;-0.0025948646;-0.0025902396;0.1834433136;-0.0895403188
4.4400000000;0.0187871596;0.0079230294;-0.0026379467;0.0006128835;0.1835667483;-0.0891377619
4.4425000000;0.0186751831;0.0078896686;-0.0026805326;0.0042042953;0.1836100792;-0.0888377467
4.4450000000;0.0185633610;0.0078562346;-0.0027226074;0.0078429067;0.1834338339;-0.0882905940
4.4475000000;0.0184516875;0.0078227341;-0.0027641660;0.0112629423;0.1828935168;-0.0874460925
4.4500000000;0.0183401727;0.0077891713;-0.0028051413;0.0146737578;0.1820418968;-0.0864125994
4.4525000000;0.0182288333;0.0077555478;-0.0028453793;0.0185366767;0.1810845055;-0.0853171679
4.4550000000;0.0181176880;0.0077218611;-0.0028846494;0.0229652185;0.1801408626;-0.0843306477
4.4575000000;0.0180067609;0.0076881046;-0.0029226992;0.0276329125;0.1791783829;-0.0836361079
4.4600000000;0.0178960835;0.0076542706;-0.0029593294;0.0322148518;0.1781684243;-0.0833129464
4.4625000000;0.0177856864;0.0076203537;-0.0029944240;0.0365941223;0.1771676049;-0.0832997037
4.4650000000;0.0176755891;0.0075863516;-0.0030279497;0.0406630887;0.1762520972;-0.0835793539
